醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,URL,latitude,longitude
1202080029,信義醫療財團法人高雄基督教醫院,醫院,07 -3321111,高雄市苓雅區華新街86號,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,眼科,皮膚科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,掛號時間:星期一至五早上08:00至11:30，下午13:30至17:00.星期六早上08:00至11:30，星期六下午及星期日不看診,64000,1995/03/01,https://www.google.com/maps/place?q=高雄市苓雅區華新街86號,120.2937331753017,22.614010979
1231030015,天主教耕莘醫療財團法人永和耕莘醫院,綜合醫院,02 -29286060,新北市永和區中興街80號Ｂ1-7樓、國光路123號Ｂ3-11樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,安寧居家療護(甲類),復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,口腔顎面外科,中醫一般科,麻醉科,放射線科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時,65000,1995/03/01,https://www.google.com/maps/place?q=新北市永和區中興街80號Ｂ1-7樓、國光路123號Ｂ3-11樓,121.51513452537584,25.011511727
1301110511,中國醫藥大學附設醫院臺北分院,綜合醫院,02 -27919696,臺北市內湖區內湖路2段360號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,例假日正常開診（詳門診表及院內公告），本院無急診、快篩及PCR服務。,63000,2008/08/25,https://www.google.com/maps/place?q=臺北市內湖區內湖路2段360號,121.5881578753781,25.082145977
1303180011,亞洲大學附屬醫院,綜合醫院,04 -37061668,臺中市霧峰區福新路222號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,整形外科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,急診24小時全年無休,66000,2016/07/06,https://www.google.com/maps/place?q=臺中市霧峰區福新路222號,120.68368807534539,24.05361327
1307370011,高雄市立旗津醫院（委託財團法人私立高雄醫學大學經營）,醫院,07 -5711188,高雄市旗津區旗港路33號,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,復健科,牙科,中醫一般科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,急診時間00:00~24:00,64000,2014/09/01,https://www.google.com/maps/place?q=高雄市旗津區旗港路33號,120.28261127530097,22.59043417
1317020519,中國醫藥大學附設醫院台中東區分院,醫院,04 -22121058,臺中市東區自由路3段296號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,義肢業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,復健科,中醫一般科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,66000,2008/09/05,https://www.google.com/maps/place?q=臺中市東區自由路3段296號,120.69223607534822,24.142578578
1317040039,中山醫學大學附設醫院中興分院,醫院,04 -22621652,臺中市南區復興路2段11號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,腹膜透析業務,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,精神科,復健科,中醫一般科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,"未提供急診服務,109/2/1起星期六上午半天門診,星期日未看診!",66000,2010/01/01,https://www.google.com/maps/place?q=臺中市南區復興路2段11號,120.65600787534741,24.1180932784
1333050017,中國醫藥大學新竹附設醫院,綜合醫院,03 -5580558,新竹縣竹北市興隆路一段199號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,腹膜透析業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,神經科,精神科,復健科,整形外科,職業醫學科,急診醫學科,牙科,中醫一般科,麻醉科,核子醫學科,放射腫瘤科,放射診斷科,臨床病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供24小時急診服務,10004,2018/12/03,https://www.google.com/maps/place?q=新竹縣竹北市興隆路一段199號,120.99892107536976,24.82428737
1336010015,中國醫藥大學附設醫院豐原分院,醫院,04 -25222538,臺中市豐原區中正路199號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,義肢業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,泌尿科,神經科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,66000,2009/02/01,https://www.google.com/maps/place?q=臺中市豐原區中正路199號,120.71580867535158,24.25164417
1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院,醫院,02 -23021133,臺北市萬華區廣州街200、243號,臺北業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,婦女乳房檢查,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,婦產科,骨科,耳鼻喉科,眼科,皮膚科,神經科,復健科,牙科,中醫一般科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,1995/03/01,https://www.google.com/maps/place?q=臺北市萬華區廣州街200、243號,121.4955189753766,25.0366734778
1401190039,同仁院醫療財團法人萬華醫院,慢性醫院,02 -23059292,臺北市萬華區中華路2段606巷6號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,定量免疫法糞便潛血檢查","內科,外科,復健科,中醫一般科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,63000,1996/09/21,https://www.google.com/maps/place?q=臺北市萬華區中華路2段606巷6號,121.50716997537617,25.02400327
1411030013,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,醫院,02 -24579101,基隆市暖暖區源遠路29號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,皮膚科,神經科,復健科,急診醫學科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10017,1995/03/01,https://www.google.com/maps/place?q=基隆市暖暖區源遠路29號,121.73065207537881,25.107878077
1412040022,財團法人台灣省私立桃園仁愛之家附設新竹新生醫院,醫院,03 -5265808,新竹市北區興南里西門街120號,北區業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查",內科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,10018,2009/10/01,https://www.google.com/maps/place?q=新竹市北區興南里西門街120號,120.9609171753689,24.801605277
1417030017,財團法人台灣省私立台中仁愛之家附設靜和醫院,精神科醫院,04 -23711129,臺中市西區吉龍里南屯路一段158號,中區業務組,地區醫院,"門診診療,住院診療,成人預防保健,精神病患者居家照護,口腔黏膜檢查,定量免疫法糞便潛血檢查",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,看診時間上午9:00-12:00，下午13:30-17:00,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市西區吉龍里南屯路一段158號,120.65692547534785,24.133598378
1431060017,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,精神科醫院,02 -22015222,新北市新莊區中環路1段28號,臺北業務組,地區醫院,"門診診療,住院診療,精神病患者居家照護,精神科日間住院治療","內科,精神科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,65000,2011/09/01,https://www.google.com/maps/place?q=新北市新莊區中環路1段28號,121.44025257537619,25.02706097
1435010013,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,醫院,037-320988,苗栗縣苗栗市維新里新東街117號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,婦產科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,無急診(連假正常看診),10005,1995/03/01,https://www.google.com/maps/place?q=苗栗縣苗栗市維新里新東街117號,120.81808297536105,24.551590878
1436020013,東勢區農會附設農民醫院,醫院,04 -25771919,臺中市東勢區南平里豐勢路297號,中區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,神經科,復健科,急診醫學科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午看診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供24小時急診服務，每星期日門診只到下午4點,66000,1995/03/01,https://www.google.com/maps/place?q=臺中市東勢區南平里豐勢路297號,120.8265714753517,24.253438578
1441060010,財團法人台灣省私立台南仁愛之家附設仁馨醫院,精神科醫院,06 -5902336,臺南市新化區中山路20號,南區業務組,地區醫院,"門診診療,住院診療,定量免疫法糞便潛血檢查",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,週休二日，掛號8:30~11:30看診9:00~12:00， 掛號13:30~16:30看診14:00~17:00,10021,1995/05/24,https://www.google.com/maps/place?q=臺南市新化區中山路20號,120.31623317531471,23.050949079
1501010010,博仁綜合醫院,綜合醫院,02 -25786677,臺北市松山區光復北路66、68號,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,兒童牙齒預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,神經科,精神科,復健科,職業醫學科,急診醫學科,牙科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,63000,1995/03/01,https://www.google.com/maps/place?q=臺北市松山區光復北路66、68號,121.5549069753771,25.049947977
1501010029,培靈醫院,精神科醫院,02 -27606116,臺北市松山區八德路4段355號,臺北業務組,地區醫院,"門診診療,住院診療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,每週六、週日及國定假日休診,63000,1995/03/01,https://www.google.com/maps/place?q=臺北市松山區八德路4段355號,121.565616875377,25.04940267780
1501021219,秀傳醫院,醫院,02 -27717172,臺北市大安區光復南路116巷1、3、5號1至4樓及地下1樓,臺北業務組,地區醫院,"門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查","內科,婦產科,皮膚科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午休診、星期三下午看診、星期四下午休診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,2018/03/01,https://www.google.com/maps/place?q=臺北市大安區光復南路116巷1、3、5號1至4樓及地下1樓,121.55423287537693,25.04310427
1501100037,協和婦女醫院,醫院,02 -25072222,臺北市中山區松江路85巷5號93巷6號93巷6號2樓,臺北業務組,地區醫院,"門診診療,住院診療,兒童預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩","兒科,婦產科,牙科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,1997/07/14,https://www.google.com/maps/place?q=臺北市中山區松江路85巷5號93巷6號93巷6號2樓,121.53132107537701,25.05040137
1501101141,泰安醫院,慢性醫院,02 -25251111,臺北市中山區民權東路2段92巷2－1號（地下1樓至地上6樓）,臺北業務組,地區醫院,"門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,婦產科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,63000,2003/09/19,https://www.google.com/maps/place?q=臺北市中山區民權東路2段92巷2－1號（地下1樓至地上6樓）,121.52898017537734,25.0614682777
1501201020,景美醫院,醫院,02 -29331010,臺北市文山區羅斯福路6段280號及文山區育英街18巷2號1樓,臺北業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,結核病,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,復健科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院為急門診09:00~12:00  14:00~17:00，無提供24小時急診,63000,2006/06/02,https://www.google.com/maps/place?q=臺北市文山區羅斯福路6段280號及文山區育英街18巷2號1樓,121.5367474253751,24.9912387778
1502020065,正大醫院,醫院,07 -5823989,高雄市鼓山區鼓山三路128－9號,高屏業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,1996/08/28,https://www.google.com/maps/place?q=高雄市鼓山區鼓山三路128－9號,120.277127375303,22.66387517942
1502031095,馨蕙馨醫院,醫院,07 -5586080,高雄市左營區明誠二路五四一號,高屏業務組,地區醫院,"門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,婦產科,眼科,整形外科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,2000/06/08,https://www.google.com/maps/place?q=高雄市左營區明誠二路五四一號,120.30306599251894,22.660868917
1502031102,柏仁醫院,專科醫院,07 -5508888,高雄市左營區博愛二路三五0號（一樓至三樓）,高屏業務組,地區醫院,"門診診療,住院診療,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩","外科,兒科,婦產科,麻醉科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,-,64000,2003/05/20,https://www.google.com/maps/place?q=高雄市左營區博愛二路三五0號（一樓至三樓）,120.29322840268046,22.66766052
1502040021,健仁醫院,綜合醫院,07 -3517166,高雄市楠梓區中陽里楠陽路136號,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,分娩,義肢業務,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,神經科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,提供急診24小時服務。10／07早診正常看診，10／09、10／10早診、午診、晚診正常看診。,64000,1995/03/01,https://www.google.com/maps/place?q=高雄市楠梓區中陽里楠陽路136號,120.32655787530487,22.72370387
1502040076,顏威裕醫院,醫院,07 -3639053,高雄市楠梓區秀昌里後昌路826號,高屏業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","外科,骨科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,1996/04/15,https://www.google.com/maps/place?q=高雄市楠梓區秀昌里後昌路826號,120.29311017530465,22.71115327
1502041108,長春醫院,醫院,07 -3612995,高雄市楠梓區右昌街331號1－5樓,高屏業務組,地區醫院,"門診診療,住院診療,成人預防保健,定量免疫法糞便潛血檢查","家醫科,內科,外科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,64000,2003/12/31,https://www.google.com/maps/place?q=高雄市楠梓區右昌街331號1－5樓,120.28657997530466,22.714333979
1502041117,右昌聯合醫院,醫院,07 -3643388,高雄市楠梓區軍校路930號Ｂ1至9樓,高屏業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,骨科,泌尿科,耳鼻喉科,復健科,整形外科,牙科,麻醉科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,64000,2006/05/05,https://www.google.com/maps/place?q=高雄市楠梓區軍校路930號Ｂ1至9樓,120.2884164253046,22.713511779
